time-date stamp,Date,"ERCOT Load, MW","Total Wind Output, MW","Total Wind Installed, MW","Wind Output, % of Load","Wind Output, % of Installed",1-hr MW change,1-hr % change
7/3/15 3:00,3-Jul,35741,4832,14898,13.5,32.4,263,5.8
7/3/15 4:00,3-Jul,35037,4215,14898,12,28.3,-618,-12.8
7/3/15 5:00,3-Jul,35000,4073,14898,11.6,27.3,-142,-3.4
7/3/15 6:00,3-Jul,35619,3895,14898,10.9,26.1,-178,-4.4
7/3/15 7:00,3-Jul,35826,3089,14898,8.6,20.7,-805,-20.7
7/3/15 8:00,3-Jul,37267,2505,14898,6.7,16.8,-584,-18.9
7/3/15 9:00,3-Jul,40275,2568,14898,6.4,17.2,63,2.5
7/3/15 10:00,3-Jul,43514,2973,14898,6.8,20,405,15.8
7/3/15 11:00,3-Jul,46553,3097,14898,6.7,20.8,124,4.2
7/3/15 12:00,3-Jul,49347,3042,14898,6.2,20.4,-55,-1.8
7/3/15 13:00,3-Jul,51341,2826,14898,5.5,19,-216,-7.1
7/3/15 14:00,3-Jul,52925,2457,14898,4.6,16.5,-369,-13.1
7/3/15 15:00,3-Jul,53839,2340,14898,4.3,15.7,-117,-4.8
7/3/15 16:00,3-Jul,54451,2356,14898,4.3,15.8,16,0.7
7/3/15 17:00,3-Jul,54459,2360,14898,4.3,15.8,4,0.2
7/3/15 18:00,3-Jul,53731,2520,14898,4.7,16.9,159,6.7
7/3/15 19:00,3-Jul,51908,3189,14898,6.1,21.4,669,26.6
7/3/15 20:00,3-Jul,49595,2787,14898,5.6,18.7,-401,-12.6
7/3/15 21:00,3-Jul,48878,3258,14898,6.7,21.9,471,16.9
7/3/15 22:00,3-Jul,46880,3931,14898,8.4,26.4,672,20.6
7/3/15 23:00,3-Jul,44092,4486,14898,10.2,30.1,555,14.1
7/4/15 0:00,4-Jul,41044,4338,14898,10.6,29.1,-148,-3.3
7/4/15 1:00,4-Jul,38378,4437,14898,11.6,29.8,99,2.3
7/4/15 2:00,4-Jul,36503,4663,14898,12.8,31.3,226,5.1
7/4/15 3:00,4-Jul,35142,4663,14898,13.3,31.3,0,0
7/4/15 4:00,4-Jul,34323,4924,14898,14.3,33.1,261,5.6
7/4/15 5:00,4-Jul,33845,4732,14898,14,31.8,-192,-3.9
7/4/15 6:00,4-Jul,33959,4085,14898,12,27.4,-648,-13.7
7/4/15 7:00,4-Jul,33583,3540,14898,10.5,23.8,-544,-13.3
7/4/15 8:00,4-Jul,35490,2629,14898,7.4,17.6,-911,-25.7
7/4/15 9:00,4-Jul,39001,2863,14898,7.3,19.2,233,8.9
7/4/15 10:00,4-Jul,42942,3104,14898,7.2,20.8,242,8.4
7/4/15 11:00,4-Jul,46717,2703,14898,5.8,18.1,-402,-12.9
7/4/15 12:00,4-Jul,49851,2405,14898,4.8,16.1,-298,-11
7/4/15 13:00,4-Jul,52210,2515,14898,4.8,16.9,110,4.6
7/4/15 14:00,4-Jul,53642,3218,14898,6,21.6,703,28
7/4/15 15:00,4-Jul,54643,3644,14898,6.7,24.5,425,13.2
7/4/15 16:00,4-Jul,54716,3856,14898,7,25.9,213,5.8
7/4/15 17:00,4-Jul,54659,3755,14898,6.9,25.2,-101,-2.6
7/4/15 18:00,4-Jul,53814,4406,14898,8.2,29.6,651,17.3
7/4/15 19:00,4-Jul,52024,4466,14898,8.6,30,60,1.4
7/4/15 20:00,4-Jul,49428,4503,14898,9.1,30.2,37,0.8
7/4/15 21:00,4-Jul,48080,4131,14898,8.6,27.7,-372,-8.3
7/4/15 22:00,4-Jul,45632,5123,14898,11.2,34.4,992,24
7/4/15 23:00,4-Jul,44089,6065,14898,13.8,40.7,942,18.4
7/5/15 0:00,5-Jul,41762,6728,14898,16.1,45.2,663,10.9
7/5/15 1:00,5-Jul,39336,6898,14898,17.5,46.3,170,2.5
7/5/15 2:00,5-Jul,37281,6893,14898,18.5,46.3,-5,-0.1
7/5/15 3:00,5-Jul,35807,6728,14898,18.8,45.2,-165,-2.4
7/5/15 4:00,5-Jul,34781,6299,14898,18.1,42.3,-429,-6.4
7/5/15 5:00,5-Jul,34299,6018,14898,17.5,40.4,-281,-4.5
7/5/15 6:00,5-Jul,34197,6024,14898,17.6,40.4,6,0.1
7/5/15 7:00,5-Jul,33680,5805,14898,17.2,39,-219,-3.6
7/5/15 8:00,5-Jul,35411,5502,14898,15.5,36.9,-303,-5.2
7/5/15 9:00,5-Jul,39025,6967,14898,17.9,46.8,1465,26.6
7/5/15 10:00,5-Jul,42663,7268,14898,17,48.8,301,4.3
7/5/15 11:00,5-Jul,46144,6677,14898,14.5,44.8,-591,-8.1
7/5/15 12:00,5-Jul,49340,6497,14898,13.2,43.6,-180,-2.7
7/5/15 13:00,5-Jul,51840,6270,14898,12.1,42.1,-227,-3.5
7/5/15 14:00,5-Jul,53730,6233,14898,11.6,41.8,-36,-0.6
7/5/15 15:00,5-Jul,55144,6265,14898,11.4,42.1,32,0.5
7/5/15 16:00,5-Jul,56055,6374,14898,11.4,42.8,109,1.7
7/5/15 17:00,5-Jul,56409,6408,14898,11.4,43,34,0.5
7/5/15 18:00,5-Jul,56235,7198,14898,12.8,48.3,790,12.3
7/5/15 19:00,5-Jul,54886,7856,14898,14.3,52.7,658,9.1
7/5/15 20:00,5-Jul,52591,7846,14898,14.9,52.7,-10,-0.1
7/5/15 21:00,5-Jul,52086,8167,14898,15.7,54.8,321,4.1
7/5/15 22:00,5-Jul,50049,8903,14898,17.8,59.8,736,9
7/5/15 23:00,5-Jul,46641,9569,14898,20.5,64.2,666,7.5
7/6/15 0:00,6-Jul,43149,9877,14898,22.9,66.3,308,3.2
7/6/15 1:00,6-Jul,40591,10006,14898,24.7,67.2,129,1.3
7/6/15 2:00,6-Jul,38779,9842,14898,25.4,66.1,-164,-1.6
7/6/15 3:00,6-Jul,37636,9929,14898,26.4,66.6,87,0.9
7/6/15 4:00,6-Jul,37107,8784,14898,23.7,59,-1145,-11.5
7/6/15 5:00,6-Jul,37522,8313,14898,22.2,55.8,-471,-5.4
7/6/15 6:00,6-Jul,39197,7942,14898,20.3,53.3,-372,-4.5
7/6/15 7:00,6-Jul,40423,8069,14898,20,54.2,127,1.6
7/6/15 8:00,6-Jul,42166,7801,14898,18.5,52.4,-267,-3.3
7/6/15 9:00,6-Jul,44928,8895,14898,19.8,59.7,1093,14
7/6/15 10:00,6-Jul,48171,8926,14898,18.5,59.9,32,0.4
7/6/15 11:00,6-Jul,51353,8009,14898,15.6,53.8,-917,-10.3
7/6/15 12:00,6-Jul,54122,7256,14898,13.4,48.7,-753,-9.4
7/6/15 13:00,6-Jul,56313,6464,14898,11.5,43.4,-792,-10.9
7/6/15 14:00,6-Jul,58328,6036,14898,10.3,40.5,-428,-6.6
7/6/15 15:00,6-Jul,59450,5839,14898,9.8,39.2,-197,-3.3
7/6/15 16:00,6-Jul,59979,7071,14898,11.8,47.5,1232,21.1
7/6/15 17:00,6-Jul,59786,8349,14898,14,56,1278,18.1
7/6/15 18:00,6-Jul,58893,9123,14898,15.5,61.2,774,9.3
7/6/15 19:00,6-Jul,57086,9401,14898,16.5,63.1,278,3
7/6/15 20:00,6-Jul,54581,7542,14898,13.8,50.6,-1859,-19.8
7/6/15 21:00,6-Jul,54026,5896,14898,10.9,39.6,-1646,-21.8
7/6/15 22:00,6-Jul,51550,6627,14898,12.9,44.5,731,12.4
7/6/15 23:00,6-Jul,47508,6024,14898,12.7,40.4,-603,-9.1
7/7/15 0:00,7-Jul,43667,5175,14898,11.9,34.7,-849,-14.1
7/7/15 1:00,7-Jul,40926,5004,14898,12.2,33.6,-171,-3.3
7/7/15 2:00,7-Jul,39270,4945,14898,12.6,33.2,-60,-1.2
7/7/15 3:00,7-Jul,38227,3766,14898,9.9,25.3,-1179,-23.8
7/7/15 4:00,7-Jul,37668,3253,14898,8.6,21.8,-513,-13.6
7/7/15 5:00,7-Jul,38151,3409,14898,8.9,22.9,156,4.8
7/7/15 6:00,7-Jul,39963,4030,14898,10.1,27.1,621,18.2
7/7/15 7:00,7-Jul,41339,3951,14898,9.6,26.5,-80,-2
7/7/15 8:00,7-Jul,42706,3552,14898,8.3,23.8,-398,-10.1
7/7/15 9:00,7-Jul,45144,3398,14898,7.5,22.8,-154,-4.3
7/7/15 10:00,7-Jul,48126,3603,14898,7.5,24.2,204,6
7/7/15 11:00,7-Jul,50843,3573,14898,7,24,-30,-0.8
7/7/15 12:00,7-Jul,52843,3659,14898,6.9,24.6,86,2.4
7/7/15 13:00,7-Jul,54424,3678,14898,6.8,24.7,18,0.5
7/7/15 14:00,7-Jul,56128,3623,14898,6.5,24.3,-55,-1.5
7/7/15 15:00,7-Jul,57162,3622,14898,6.3,24.3,-1,0
7/7/15 16:00,7-Jul,57154,3574,14898,6.3,24,-48,-1.3
7/7/15 17:00,7-Jul,56556,3475,14898,6.1,23.3,-99,-2.8
7/7/15 18:00,7-Jul,55306,3317,14898,6,22.3,-159,-4.6
7/7/15 19:00,7-Jul,53612,2931,14898,5.5,19.7,-386,-11.6
7/7/15 20:00,7-Jul,51924,2882,14898,5.6,19.3,-48,-1.6
7/7/15 21:00,7-Jul,51786,2580,14898,5,17.3,-302,-10.5
7/7/15 22:00,7-Jul,49996,2404,14898,4.8,16.1,-176,-6.8
7/7/15 23:00,7-Jul,46523,2521,14898,5.4,16.9,118,4.9
7/8/15 0:00,8-Jul,43068,2077,14898,4.8,13.9,-445,-17.6
7/8/15 1:00,8-Jul,40323,2219,14898,5.5,14.9,142,6.8
7/8/15 2:00,8-Jul,38783,1809,14898,4.7,12.1,-409,-18.4
7/8/15 3:00,8-Jul,37883,1779,14898,4.7,11.9,-30,-1.7
7/8/15 4:00,8-Jul,37425,1768,14898,4.7,11.9,-11,-0.6
7/8/15 5:00,8-Jul,37801,1337,14898,3.5,9,-431,-24.4
7/8/15 6:00,8-Jul,39306,1211,14898,3.1,8.1,-126,-9.4
7/8/15 7:00,8-Jul,40399,1156,14898,2.9,7.8,-56,-4.6
7/8/15 8:00,8-Jul,41858,1125,14898,2.7,7.5,-31,-2.7
7/8/15 9:00,8-Jul,43898,1205,14898,2.7,8.1,80,7.2
7/8/15 10:00,8-Jul,46553,1558,14898,3.3,10.5,353,29.3
7/8/15 11:00,8-Jul,49124,1553,14898,3.2,10.4,-5,-0.3
7/8/15 12:00,8-Jul,50899,1609,14898,3.2,10.8,56,3.6
7/8/15 13:00,8-Jul,52381,1731,14898,3.3,11.6,122,7.6
7/8/15 14:00,8-Jul,53421,1997,14898,3.7,13.4,266,15.4
7/8/15 15:00,8-Jul,54337,2241,14898,4.1,15,245,12.3
7/8/15 16:00,8-Jul,55108,2643,14898,4.8,17.7,402,17.9
7/8/15 17:00,8-Jul,55232,3572,14898,6.5,24,929,35.1
7/8/15 18:00,8-Jul,54892,5687,14898,10.4,38.2,2115,59.2
7/8/15 19:00,8-Jul,53407,6083,14898,11.4,40.8,396,7
7/8/15 20:00,8-Jul,51657,6089,14898,11.8,40.9,5,0.1
7/8/15 21:00,8-Jul,51319,5879,14898,11.5,39.5,-210,-3.4
7/8/15 22:00,8-Jul,49101,6349,14898,12.9,42.6,470,8
7/8/15 23:00,8-Jul,45755,7148,14898,15.6,48,799,12.6
7/9/15 0:00,9-Jul,42224,6843,14898,16.2,45.9,-305,-4.3
7/9/15 1:00,9-Jul,39554,7900,14898,20,53,1057,15.4
7/9/15 2:00,9-Jul,37970,8176,14898,21.5,54.9,276,3.5
7/9/15 3:00,9-Jul,36742,7596,14898,20.7,51,-581,-7.1
7/9/15 4:00,9-Jul,36234,7537,14898,20.8,50.6,-59,-0.8
7/9/15 5:00,9-Jul,36491,7015,14898,19.2,47.1,-523,-6.9
7/9/15 6:00,9-Jul,38066,6777,14898,17.8,45.5,-238,-3.4
7/9/15 7:00,9-Jul,39173,7018,14898,17.9,47.1,241,3.6
7/9/15 8:00,9-Jul,40989,6252,14898,15.3,42,-766,-10.9
7/9/15 9:00,9-Jul,43858,6580,14898,15,44.2,328,5.2
7/9/15 10:00,9-Jul,47219,6677,14898,14.1,44.8,97,1.5
7/9/15 11:00,9-Jul,50139,5552,14898,11.1,37.3,-1125,-16.9
7/9/15 12:00,9-Jul,52812,4142,14898,7.8,27.8,-1410,-25.4
7/9/15 13:00,9-Jul,55544,4352,14898,7.8,29.2,210,5.1
7/9/15 14:00,9-Jul,57700,5115,14898,8.9,34.3,763,17.5
7/9/15 15:00,9-Jul,59806,6386,14898,10.7,42.9,1270,24.8
7/9/15 16:00,9-Jul,60945,7248,14898,11.9,48.7,863,13.5
7/9/15 17:00,9-Jul,61277,8289,14898,13.5,55.6,1041,14.4
7/9/15 18:00,9-Jul,60281,8578,14898,14.2,57.6,289,3.5
7/9/15 19:00,9-Jul,58308,8101,14898,13.9,54.4,-477,-5.6
7/9/15 20:00,9-Jul,55289,7295,14898,13.2,49,-806,-10
7/9/15 21:00,9-Jul,54004,7317,14898,13.5,49.1,22,0.3
7/9/15 22:00,9-Jul,51284,8284,14898,16.2,55.6,967,13.2
7/9/15 23:00,9-Jul,47137,7714,14898,16.4,51.8,-570,-6.9
7/10/15 0:00,10-Jul,43055,8134,14898,18.9,54.6,420,5.5
7/10/15 1:00,10-Jul,39736,8059,14898,20.3,54.1,-75,-0.9
7/10/15 2:00,10-Jul,37588,8269,14898,22,55.5,210,2.6
7/10/15 3:00,10-Jul,36171,7426,14898,20.5,49.8,-843,-10.2
7/10/15 4:00,10-Jul,35258,7028,14898,19.9,47.2,-398,-5.4
7/10/15 5:00,10-Jul,35543,6380,14898,17.9,42.8,-648,-9.2
7/10/15 6:00,10-Jul,37002,6143,14898,16.6,41.2,-237,-3.7
7/10/15 7:00,10-Jul,38037,5552,14898,14.6,37.3,-591,-9.6
7/10/15 8:00,10-Jul,40034,4811,14898,12,32.3,-741,-13.3
7/10/15 9:00,10-Jul,43020,5514,14898,12.8,37,703,14.6
7/10/15 10:00,10-Jul,46489,7603,14898,16.4,51,2089,37.9
7/10/15 11:00,10-Jul,50088,7822,14898,15.6,52.5,220,2.9
7/10/15 12:00,10-Jul,52966,7742,14898,14.6,52,-81,-1
7/10/15 13:00,10-Jul,55811,7783,14898,13.9,52.2,42,0.5
7/10/15 14:00,10-Jul,58184,7401,14898,12.7,49.7,-383,-4.9
7/10/15 15:00,10-Jul,59921,6930,14898,11.6,46.5,-470,-6.4
7/10/15 16:00,10-Jul,60946,7010,14898,11.5,47.1,80,1.1
7/10/15 17:00,10-Jul,61104,6849,14898,11.2,46,-161,-2.3
7/10/15 18:00,10-Jul,60228,7171,14898,11.9,48.1,322,4.7
7/10/15 19:00,10-Jul,57793,7088,14898,12.3,47.6,-83,-1.2
7/10/15 20:00,10-Jul,54740,5744,14898,10.5,38.6,-1344,-19
7/10/15 21:00,10-Jul,53383,6008,14898,11.3,40.3,264,4.6
7/10/15 22:00,10-Jul,50682,6907,14898,13.6,46.4,899,15
7/10/15 23:00,10-Jul,46979,7360,14898,15.7,49.4,453,6.6
7/11/15 0:00,11-Jul,43221,7584,14898,17.5,50.9,223,3
7/11/15 1:00,11-Jul,40330,7933,14898,19.7,53.2,349,4.6
7/11/15 2:00,11-Jul,38200,7924,14898,20.7,53.2,-9,-0.1
7/11/15 3:00,11-Jul,36651,8081,14898,22,54.2,157,2
7/11/15 4:00,11-Jul,35436,8049,14898,22.7,54,-33,-0.4
7/11/15 5:00,11-Jul,34989,7452,14898,21.3,50,-597,-7.4
7/11/15 6:00,11-Jul,35295,7048,14898,20,47.3,-404,-5.4
7/11/15 7:00,11-Jul,35068,6972,14898,19.9,46.8,-76,-1.1
7/11/15 8:00,11-Jul,37375,5965,14898,16,40,-1006,-14.4
7/11/15 9:00,11-Jul,40900,5720,14898,14,38.4,-245,-4.1
7/11/15 10:00,11-Jul,44740,5221,14898,11.7,35,-500,-8.7
7/11/15 11:00,11-Jul,48466,4269,14898,8.8,28.7,-952,-18.2
7/11/15 12:00,11-Jul,51709,3726,14898,7.2,25,-542,-12.7
7/11/15 13:00,11-Jul,54260,3698,14898,6.8,24.8,-29,-0.8
7/11/15 14:00,11-Jul,56144,4043,14898,7.2,27.1,345,9.3
7/11/15 15:00,11-Jul,57478,4490,14898,7.8,30.1,447,11.1
7/11/15 16:00,11-Jul,58587,4388,14898,7.5,29.5,-102,-2.3
7/11/15 17:00,11-Jul,58919,4216,14898,7.2,28.3,-171,-3.9
7/11/15 18:00,11-Jul,58371,4184,14898,7.2,28.1,-32,-0.8
7/11/15 19:00,11-Jul,56816,4695,14898,8.3,31.5,511,12.2
7/11/15 20:00,11-Jul,54248,4735,14898,8.7,31.8,40,0.9
7/11/15 21:00,11-Jul,52670,5603,14898,10.6,37.6,868,18.3
7/11/15 22:00,11-Jul,50203,6973,14898,13.9,46.8,1371,24.5
7/11/15 23:00,11-Jul,46751,7990,14898,17.1,53.6,1016,14.6
7/12/15 0:00,12-Jul,43351,8772,14898,20.2,58.9,782,9.8
7/12/15 1:00,12-Jul,40541,9044,14898,22.3,60.7,272,3.1
7/12/15 2:00,12-Jul,38340,9350,14898,24.4,62.8,306,3.4
7/12/15 3:00,12-Jul,36475,8919,14898,24.5,59.9,-431,-4.6
7/12/15 4:00,12-Jul,35414,8826,14898,24.9,59.2,-93,-1
7/12/15 5:00,12-Jul,34730,8328,14898,24,55.9,-498,-5.6
7/12/15 6:00,12-Jul,34753,8223,14898,23.7,55.2,-105,-1.3
7/12/15 7:00,12-Jul,34099,7231,14898,21.2,48.5,-992,-12.1
7/12/15 8:00,12-Jul,36147,6383,14898,17.7,42.8,-847,-11.7
7/12/15 9:00,12-Jul,39807,6221,14898,15.6,41.8,-162,-2.5
7/12/15 10:00,12-Jul,43770,5484,14898,12.5,36.8,-737,-11.8
7/12/15 11:00,12-Jul,47711,4288,14898,9,28.8,-1195,-21.8
7/12/15 12:00,12-Jul,51443,2628,14898,5.1,17.6,-1661,-38.7
7/12/15 13:00,12-Jul,54387,2040,14898,3.8,13.7,-587,-22.3
7/12/15 14:00,12-Jul,56816,2148,14898,3.8,14.4,107,5.2
7/12/15 15:00,12-Jul,58622,2492,14898,4.3,16.7,345,16
7/12/15 16:00,12-Jul,59879,2916,14898,4.9,19.6,424,17
7/12/15 17:00,12-Jul,60488,3357,14898,5.6,22.5,442,15.1
7/12/15 18:00,12-Jul,60360,4022,14898,6.7,27,665,19.8
7/12/15 19:00,12-Jul,59043,4600,14898,7.8,30.9,578,14.4
7/12/15 20:00,12-Jul,56765,4876,14898,8.6,32.7,275,6
7/12/15 21:00,12-Jul,55426,5607,14898,10.1,37.6,731,15
7/12/15 22:00,12-Jul,52693,6587,14898,12.5,44.2,980,17.5
7/12/15 23:00,12-Jul,48577,7296,14898,15,49,709,10.8
7/13/15 0:00,13-Jul,44426,7620,14898,17.2,51.1,324,4.4
7/13/15 1:00,13-Jul,41403,8233,14898,19.9,55.3,613,8
7/13/15 2:00,13-Jul,39068,8560,14898,21.9,57.5,327,4
7/13/15 3:00,13-Jul,37644,8498,14898,22.6,57,-62,-0.7
7/13/15 4:00,13-Jul,36872,8548,14898,23.2,57.4,50,0.6
7/13/15 5:00,13-Jul,36977,8424,14898,22.8,56.5,-124,-1.5
7/13/15 6:00,13-Jul,38514,7832,14898,20.3,52.6,-592,-7
7/13/15 7:00,13-Jul,39461,7517,14898,19,50.5,-315,-4
7/13/15 8:00,13-Jul,41620,5939,14898,14.3,39.9,-1578,-21
7/13/15 9:00,13-Jul,44927,4223,14898,9.4,28.3,-1715,-28.9
7/13/15 10:00,13-Jul,48760,3700,14898,7.6,24.8,-524,-12.4
7/13/15 11:00,13-Jul,52545,2705,14898,5.1,18.2,-994,-26.9
7/13/15 12:00,13-Jul,56262,1930,14898,3.4,13,-776,-28.7
7/13/15 13:00,13-Jul,59437,1638,14898,2.8,11,-292,-15.1
7/13/15 14:00,13-Jul,62174,1673,14898,2.7,11.2,35,2.1
7/13/15 15:00,13-Jul,63998,1996,14898,3.1,13.4,324,19.3
7/13/15 16:00,13-Jul,64729,2643,14898,4.1,17.7,647,32.4
7/13/15 17:00,13-Jul,64933,3072,14898,4.7,20.6,429,16.2
7/13/15 18:00,13-Jul,64403,3409,14898,5.3,22.9,337,11
7/13/15 19:00,13-Jul,62652,3862,14898,6.2,25.9,452,13.3
7/13/15 20:00,13-Jul,59879,4521,14898,7.5,30.3,659,17.1
7/13/15 21:00,13-Jul,58162,5754,14898,9.9,38.6,1233,27.3
7/13/15 22:00,13-Jul,54962,7574,14898,13.8,50.8,1820,31.6
7/13/15 23:00,13-Jul,50278,8181,14898,16.3,54.9,607,8
7/14/15 0:00,14-Jul,45734,8529,14898,18.6,57.2,348,4.3
7/14/15 1:00,14-Jul,42344,9022,14898,21.3,60.6,492,5.8
7/14/15 2:00,14-Jul,39925,8584,14898,21.5,57.6,-438,-4.9
7/14/15 3:00,14-Jul,38145,8271,14898,21.7,55.5,-313,-3.6
7/14/15 4:00,14-Jul,37097,7583,14898,20.4,50.9,-687,-8.3
7/14/15 5:00,14-Jul,37168,7261,14898,19.5,48.7,-322,-4.2
7/14/15 6:00,14-Jul,38731,7044,14898,18.2,47.3,-218,-3
7/14/15 7:00,14-Jul,39701,6345,14898,16,42.6,-698,-9.9
7/14/15 8:00,14-Jul,41622,4960,14898,11.9,33.3,-1386,-21.8
7/14/15 9:00,14-Jul,44713,3748,14898,8.4,25.2,-1212,-24.4
7/14/15 10:00,14-Jul,48535,2992,14898,6.2,20.1,-756,-20.2
7/14/15 11:00,14-Jul,52290,1944,14898,3.7,13,-1048,-35
7/14/15 12:00,14-Jul,55864,1603,14898,2.9,10.8,-341,-17.5
7/14/15 13:00,14-Jul,59045,1600,14898,2.7,10.7,-3,-0.2
7/14/15 14:00,14-Jul,61995,1937,14898,3.1,13,337,21.1
7/14/15 15:00,14-Jul,64012,2720,14898,4.2,18.3,782,40.4
7/14/15 16:00,14-Jul,64955,3441,14898,5.3,23.1,721,26.5
7/14/15 17:00,14-Jul,65118,3953,14898,6.1,26.5,512,14.9
7/14/15 18:00,14-Jul,64542,4161,14898,6.4,27.9,209,5.3
7/14/15 19:00,14-Jul,62663,4820,14898,7.7,32.4,658,15.8
7/14/15 20:00,14-Jul,59844,4859,14898,8.1,32.6,40,0.8
7/14/15 21:00,14-Jul,57886,5201,14898,9,34.9,341,7
7/14/15 22:00,14-Jul,54555,6143,14898,11.3,41.2,943,18.1
7/14/15 23:00,14-Jul,49781,7245,14898,14.6,48.6,1102,17.9
7/15/15 0:00,15-Jul,45477,7585,14898,16.7,50.9,339,4.7
7/15/15 1:00,15-Jul,41810,7969,14898,19.1,53.5,384,5.1
7/15/15 2:00,15-Jul,39453,8089,14898,20.5,54.3,120,1.5
7/15/15 3:00,15-Jul,37838,8192,14898,21.7,55,103,1.3
7/15/15 4:00,15-Jul,36907,7835,14898,21.2,52.6,-358,-4.4
7/15/15 5:00,15-Jul,37102,7470,14898,20.1,50.1,-365,-4.7
7/15/15 6:00,15-Jul,38461,6453,14898,16.8,43.3,-1017,-13.6
7/15/15 7:00,15-Jul,39389,5655,14898,14.4,38,-798,-12.4
7/15/15 8:00,15-Jul,41528,4726,14898,11.4,31.7,-929,-16.4
7/15/15 9:00,15-Jul,44589,3909,14898,8.8,26.2,-817,-17.3
7/15/15 10:00,15-Jul,48143,4228,14898,8.8,28.4,320,8.2
7/15/15 11:00,15-Jul,51940,3393,14898,6.5,22.8,-835,-19.8
7/15/15 12:00,15-Jul,55372,3217,14898,5.8,21.6,-176,-5.2
7/15/15 13:00,15-Jul,58331,3203,14898,5.5,21.5,-14,-0.4
7/15/15 14:00,15-Jul,60974,3921,14898,6.4,26.3,717,22.4
7/15/15 15:00,15-Jul,62733,4287,14898,6.8,28.8,367,9.3
7/15/15 16:00,15-Jul,64198,4320,14898,6.7,29,33,0.8
7/15/15 17:00,15-Jul,64672,4666,14898,7.2,31.3,345,8
7/15/15 18:00,15-Jul,63889,4790,14898,7.5,32.2,125,2.7
7/15/15 19:00,15-Jul,61827,5002,14898,8.1,33.6,211,4.4
7/15/15 20:00,15-Jul,58960,4761,14898,8.1,32,-240,-4.8
7/15/15 21:00,15-Jul,57172,5312,14898,9.3,35.7,550,11.6
7/15/15 22:00,15-Jul,53972,6235,14898,11.6,41.9,923,17.4
7/15/15 23:00,15-Jul,49610,7175,14898,14.5,48.2,940,15.1
7/16/15 0:00,16-Jul,45138,7648,14898,16.9,51.3,473,6.6
7/16/15 1:00,16-Jul,41848,7690,14898,18.4,51.6,41,0.5
7/16/15 2:00,16-Jul,39499,8062,14898,20.4,54.1,372,4.8
7/16/15 3:00,16-Jul,37957,8426,14898,22.2,56.6,364,4.5
7/16/15 4:00,16-Jul,37194,8883,14898,23.9,59.6,458,5.4
7/16/15 5:00,16-Jul,37482,8829,14898,23.6,59.3,-54,-0.6
7/16/15 6:00,16-Jul,38848,8352,14898,21.5,56.1,-477,-5.4
7/16/15 7:00,16-Jul,39959,8066,14898,20.2,54.1,-286,-3.4
7/16/15 8:00,16-Jul,42023,7033,14898,16.7,47.2,-1033,-12.8
7/16/15 9:00,16-Jul,45172,6304,14898,14,42.3,-729,-10.4
7/16/15 10:00,16-Jul,48624,5824,14898,12,39.1,-480,-7.6
7/16/15 11:00,16-Jul,52288,4557,14898,8.7,30.6,-1267,-21.8
7/16/15 12:00,16-Jul,55305,3296,14898,6,22.1,-1261,-27.7
7/16/15 13:00,16-Jul,58224,2563,14898,4.4,17.2,-733,-22.2
7/16/15 14:00,16-Jul,60982,2433,14898,4,16.3,-130,-5.1
7/16/15 15:00,16-Jul,62853,2462,14898,3.9,16.5,29,1.2
7/16/15 16:00,16-Jul,64176,2312,14898,3.6,15.5,-150,-6.1
7/16/15 17:00,16-Jul,64405,2513,14898,3.9,16.9,200,8.7
7/16/15 18:00,16-Jul,63577,3048,14898,4.8,20.5,535,21.3
7/16/15 19:00,16-Jul,61369,3738,14898,6.1,25.1,690,22.6
7/16/15 20:00,16-Jul,58717,4027,14898,6.9,27,289,7.7
7/16/15 21:00,16-Jul,57190,5460,14898,9.5,36.6,1433,35.6
7/16/15 22:00,16-Jul,54255,6622,14898,12.2,44.4,1162,21.3
7/16/15 23:00,16-Jul,50034,8373,14898,16.7,56.2,1751,26.4
7/17/15 0:00,17-Jul,45968,9139,14898,19.9,61.3,766,9.1
7/17/15 1:00,17-Jul,42535,9110,14898,21.4,61.2,-29,-0.3
7/17/15 2:00,17-Jul,40291,8581,14898,21.3,57.6,-529,-5.8
7/17/15 3:00,17-Jul,38772,8469,14898,21.8,56.8,-112,-1.3
7/17/15 4:00,17-Jul,37979,8799,14898,23.2,59.1,330,3.9
7/17/15 5:00,17-Jul,38031,8496,14898,22.3,57,-303,-3.4
7/17/15 6:00,17-Jul,39286,7983,14898,20.3,53.6,-512,-6
7/17/15 7:00,17-Jul,40116,8065,14898,20.1,54.1,82,1
7/17/15 8:00,17-Jul,42257,6533,14898,15.5,43.9,-1532,-19
7/17/15 9:00,17-Jul,45432,6763,14898,14.9,45.4,230,3.5
7/17/15 10:00,17-Jul,49178,6945,14898,14.1,46.6,182,2.7
7/17/15 11:00,17-Jul,52782,5428,14898,10.3,36.4,-1517,-21.8
7/17/15 12:00,17-Jul,55993,4954,14898,8.8,33.3,-474,-8.7
7/17/15 13:00,17-Jul,58774,4990,14898,8.5,33.5,36,0.7
7/17/15 14:00,17-Jul,61204,5127,14898,8.4,34.4,137,2.7
7/17/15 15:00,17-Jul,62694,5220,14898,8.3,35,93,1.8
7/17/15 16:00,17-Jul,63706,5043,14898,7.9,33.8,-177,-3.4
7/17/15 17:00,17-Jul,64203,5187,14898,8.1,34.8,144,2.9
7/17/15 18:00,17-Jul,63263,5347,14898,8.5,35.9,160,3.1
